,id,participant,question,answer,type,created,tree
248,1385,309,Was hat dir am wenigsten am Zielsystem gefallen?,Das ich die verschiedenen Unterpunkte nicht händisch sortieren konnte,goalsystem_questions,2021-08-10 10:57:58,
249,1384,309,Was hat dir besonders an dem Zielsystem gefallen?,Dass es automatisch zugeordnet hat.,goalsystem_questions,2021-08-10 10:57:58,
250,1383,307,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",3,ranking,2021-08-10 09:40:30,
251,1382,307,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",2,ranking,2021-08-10 09:40:30,
252,1381,307,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",1,ranking,2021-08-10 09:40:30,
253,1380,307,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",4,ranking,2021-08-10 09:40:30,
254,1379,307,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-10 09:40:05,
255,1378,307,Was hat dir am wenigsten am Zielsystem gefallen?,"Die Übersichten können schnell unübersichtlich werden und es gibt wenig individuelle änderungsmöglichkeitne, wenn Mensch spezifisch etwas individueller/anders machen möchte.",goalsystem_questions,2021-08-10 09:40:05,
256,1377,307,Was hat dir besonders an dem Zielsystem gefallen?,Die einfache Bedienung,goalsystem_questions,2021-08-10 09:40:05,
259,1374,300,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",3,ranking,2021-08-09 17:21:46,
260,1373,300,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",1,ranking,2021-08-09 17:21:46,
261,1372,300,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",2,ranking,2021-08-09 17:21:46,
262,1371,300,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",4,ranking,2021-08-09 17:21:46,
263,1370,300,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-09 17:21:01,
264,1369,300,Was hat dir am wenigsten am Zielsystem gefallen?,zu abstrakt ,goalsystem_questions,2021-08-09 17:21:01,
265,1368,300,Was hat dir besonders an dem Zielsystem gefallen?,Übersichtlichkeit,goalsystem_questions,2021-08-09 17:21:01,
266,1367,286,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",4,ranking,2021-08-08 15:03:21,
267,1366,286,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",1,ranking,2021-08-08 15:03:21,
268,1365,286,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",2,ranking,2021-08-08 15:03:21,
269,1364,286,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",3,ranking,2021-08-08 15:03:21,
270,1363,286,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-08 15:02:55,
271,1362,286,Was hat dir am wenigsten am Zielsystem gefallen?,Man kann nicht die beziehungen der Ziele editieren,goalsystem_questions,2021-08-08 15:02:55,
272,1361,286,Was hat dir besonders an dem Zielsystem gefallen?,Visualisierung meiner Gedanken,goalsystem_questions,2021-08-08 15:02:54,
273,1360,283,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",2,ranking,2021-08-08 14:31:49,
274,1359,283,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",1,ranking,2021-08-08 14:31:49,
275,1358,283,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",4,ranking,2021-08-08 14:31:49,
276,1357,283,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",3,ranking,2021-08-08 14:31:49,
277,1356,283,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-08 14:31:13,
278,1355,283,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-08-08 14:31:13,
279,1354,283,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-08-08 14:31:13,
280,1353,281,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",3,ranking,2021-08-08 14:16:18,
281,1352,281,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",4,ranking,2021-08-08 14:16:18,
282,1351,281,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",1,ranking,2021-08-08 14:16:18,
283,1350,281,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",2,ranking,2021-08-08 14:16:18,
284,1349,281,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-08 14:15:32,
285,1348,281,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-08-08 14:15:32,
286,1347,281,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-08-08 14:15:32,
287,1346,276,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",2,ranking,2021-08-08 10:58:28,
288,1345,276,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",1,ranking,2021-08-08 10:58:28,
289,1344,276,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",4,ranking,2021-08-08 10:58:28,
290,1343,276,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",3,ranking,2021-08-08 10:58:28,
291,1342,276,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-08 10:56:50,
292,1341,276,Was hat dir am wenigsten am Zielsystem gefallen?,Das Drop-down Menu zur Auswahl der Ober- / Teilbegriffe wirkte unstrukturiert und etwas unübersichtlich,goalsystem_questions,2021-08-08 10:56:50,
293,1340,276,Was hat dir besonders an dem Zielsystem gefallen?,Direkte Umsetzung der geschriebenen Begriffe,goalsystem_questions,2021-08-08 10:56:50,
294,1339,274,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",4,ranking,2021-08-08 10:01:23,
295,1338,274,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",1,ranking,2021-08-08 10:01:23,
296,1337,274,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",3,ranking,2021-08-08 10:01:23,
297,1336,274,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",2,ranking,2021-08-08 10:01:23,
298,1335,274,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-08 10:00:17,
299,1334,274,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-08-08 10:00:17,
300,1333,274,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-08-08 10:00:17,
301,1332,263,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",1,ranking,2021-08-06 18:16:30,
302,1331,263,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",2,ranking,2021-08-06 18:16:30,
303,1330,263,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",4,ranking,2021-08-06 18:16:30,
304,1329,263,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",3,ranking,2021-08-06 18:16:30,
305,1328,263,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-06 18:15:34,
306,1327,263,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-08-06 18:15:34,
307,1326,263,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-08-06 18:15:34,
308,1325,261,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",4,ranking,2021-08-06 14:56:32,
309,1324,261,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",3,ranking,2021-08-06 14:56:32,
310,1323,261,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",2,ranking,2021-08-06 14:56:32,
311,1322,261,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",1,ranking,2021-08-06 14:56:32,
312,1321,261,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-06 14:55:11,
313,1320,261,Was hat dir am wenigsten am Zielsystem gefallen?,/,goalsystem_questions,2021-08-06 14:55:11,
314,1319,261,Was hat dir besonders an dem Zielsystem gefallen?,Die klare Struktur und das einfache Erstellen des Zielsystems,goalsystem_questions,2021-08-06 14:55:11,
317,1316,256,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",4,ranking,2021-08-06 07:54:29,
318,1315,256,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",1,ranking,2021-08-06 07:54:29,
319,1314,256,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",3,ranking,2021-08-06 07:54:29,
320,1313,256,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",2,ranking,2021-08-06 07:54:29,
321,1312,256,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-06 07:53:23,
322,1311,256,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-08-06 07:53:23,
323,1310,256,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-08-06 07:53:23,
324,1309,254,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",3,ranking,2021-08-05 12:00:00,
325,1308,254,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",1,ranking,2021-08-05 12:00:00,
326,1307,254,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",4,ranking,2021-08-05 12:00:00,
327,1306,254,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",2,ranking,2021-08-05 12:00:00,
328,1305,254,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-05 11:59:13,
329,1304,254,Was hat dir am wenigsten am Zielsystem gefallen?,ein etwas verwirrender Mechanismus zum Aufbau des Systems,goalsystem_questions,2021-08-05 11:59:13,
330,1303,254,Was hat dir besonders an dem Zielsystem gefallen?,Einfache Struktur,goalsystem_questions,2021-08-05 11:59:13,
331,1302,253,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",3,ranking,2021-08-05 10:30:08,
332,1301,253,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",1,ranking,2021-08-05 10:30:08,
333,1300,253,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",2,ranking,2021-08-05 10:30:08,
334,1299,253,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",4,ranking,2021-08-05 10:30:08,
335,1298,253,Weitere Anmerkungen zu dem Zielsystem?,Bei vielen Kategorien unübersichtlich,goalsystem_questions,2021-08-05 10:29:43,
336,1297,253,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-08-05 10:29:43,
337,1296,253,Was hat dir besonders an dem Zielsystem gefallen?,Einfachheit,goalsystem_questions,2021-08-05 10:29:43,
338,1295,251,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",2,ranking,2021-08-03 17:42:31,
339,1294,251,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",1,ranking,2021-08-03 17:42:31,
340,1293,251,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",4,ranking,2021-08-03 17:42:31,
341,1292,251,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",3,ranking,2021-08-03 17:42:31,
342,1291,251,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-03 17:41:48,
343,1290,251,Was hat dir am wenigsten am Zielsystem gefallen?,Die Darstellung ist vielleicht etwas unübersichtlich,goalsystem_questions,2021-08-03 17:41:48,
344,1289,251,Was hat dir besonders an dem Zielsystem gefallen?,"Struktur, Herunterbrächten eines großen Ziels in übersichtliche Teilziele",goalsystem_questions,2021-08-03 17:41:48,
353,1280,245,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",4,ranking,2021-08-02 19:25:45,
354,1279,245,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",2,ranking,2021-08-02 19:25:45,
355,1278,245,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",1,ranking,2021-08-02 19:25:45,
356,1277,245,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",3,ranking,2021-08-02 19:25:45,
357,1276,247,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",1,ranking,2021-08-02 19:23:39,
358,1275,247,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",2,ranking,2021-08-02 19:23:39,
359,1274,247,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",4,ranking,2021-08-02 19:23:39,
360,1273,247,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",3,ranking,2021-08-02 19:23:39,
361,1272,247,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-02 19:23:05,
362,1271,247,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-08-02 19:23:05,
363,1270,247,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-08-02 19:23:05,
364,1269,245,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-02 19:23:04,
365,1268,245,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-08-02 19:23:04,
366,1267,245,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-08-02 19:23:04,
367,1266,244,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",3,ranking,2021-08-02 12:15:56,
368,1265,244,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",4,ranking,2021-08-02 12:15:56,
369,1264,244,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",1,ranking,2021-08-02 12:15:56,
370,1263,244,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",2,ranking,2021-08-02 12:15:56,
371,1262,244,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-02 12:15:18,
372,1261,244,Was hat dir am wenigsten am Zielsystem gefallen?,Zusätzliche Layer zu erstellen war nicht klar oder möglich?,goalsystem_questions,2021-08-02 12:15:18,
373,1260,244,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-08-02 12:15:18,
374,1259,239,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",4,ranking,2021-07-31 21:10:54,
375,1258,239,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",2,ranking,2021-07-31 21:10:54,
376,1257,239,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",1,ranking,2021-07-31 21:10:54,
377,1256,239,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",3,ranking,2021-07-31 21:10:53,
378,1255,239,Weitere Anmerkungen zu dem Zielsystem?,"Es wäre gut, wenn man die erstellten Unterkategorien in der Visualisierung per Drag&Drop umsortieren könnte, anstatt die Kategorie zu verwerfen und woanders neu zu erstellen.
Und die Visualisierung mit den Rechtecken wäre deutlich übersichtlicher.",goalsystem_questions,2021-07-31 21:10:30,
379,1254,239,Was hat dir am wenigsten am Zielsystem gefallen?,Die Visualisierung ist einfach unübersichtlich und nicht schön.,goalsystem_questions,2021-07-31 21:10:30,
380,1253,239,Was hat dir besonders an dem Zielsystem gefallen?,Das System ist grundsätzlich einfach zu nutzen.,goalsystem_questions,2021-07-31 21:10:30,
